0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
15	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
23	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	2469
31	0	0	183
32	0	0	177
33	0	0	222
34	0	0	200
35	0	0	216
36	0	0	273
37	0	0	265
38	0	0	261
39	0	0	260
40	0	0	252
41	0	0	257
42	0	0	276
43	0	0	289
44	0	0	305
45	0	0	333
46	0	0	281
47	0	0	313
48	0	0	357
49	0	0	338
50	1976	0	368
51	157	0	373
52	167	0	413
53	146	0	367
54	154	0	398
55	163	0	364
56	185	0	403
57	191	0	421
58	202	0	422
59	187	0	394
60	206	3213	431
61	215	203	406
62	238	225	428
63	236	235	421
64	231	251	484
65	218	241	440
66	245	313	457
67	265	350	497
68	276	296	469
69	289	364	447
70	268	353	494
71	289	382	488
72	306	401	501
73	282	373	530
74	301	420	489
75	321	424	506
76	353	436	520
77	341	472	538
78	332	464	531
79	339	485	541
80	342	446	564
81	366	478	599
82	390	467	564
83	352	462	518
84	348	478	551
85	357	455	501
86	393	466	528
87	376	467	562
88	419	464	532
89	405	449	512
90	417	438	519
91	420	484	522
92	415	431	484
93	411	458	480
94	409	467	491
95	394	482	459
96	392	440	512
97	427	487	450
98	438	481	480
99	435	464	479
100	439	497	468
101	399	485	456
102	420	471	499
103	484	477	416
104	471	473	457
105	453	466	464
106	452	494	424
107	488	491	446
108	473	456	445
109	490	443	408
110	478	463	417
111	474	534	452
112	489	449	426
113	507	438	418
114	494	472	427
115	521	478	395
116	507	478	431
117	457	455	407
118	450	461	370
119	530	448	400
120	480	439	422
121	455	449	363
122	472	500	384
123	438	486	352
124	469	466	384
125	490	479	362
126	506	448	346
127	434	473	339
128	460	433	328
129	479	465	314
130	464	464	380
131	513	475	331
132	457	476	325
133	460	441	322
134	488	435	341
135	470	451	318
136	485	461	344
137	478	436	314
138	444	478	289
139	452	444	266
140	501	447	284
141	469	506	282
142	440	456	275
143	484	467	285
144	452	434	252
145	499	444	247
146	437	473	270
147	454	462	265
148	419	452	233
149	471	446	249
150	444	465	276
151	456	407	238
152	423	427	256
153	438	459	239
154	421	440	236
155	428	405	212
156	415	418	224
157	421	444	248
158	371	465	176
159	369	444	207
160	385	404	212
161	385	423	212
162	375	412	197
163	394	465	193
164	393	430	178
165	351	399	199
166	332	430	187
167	326	425	176
168	345	381	182
169	337	410	182
170	303	436	11839
171	308	375	0
172	332	394	0
173	299	443	0
174	308	381	0
175	311	377	0
176	306	403	0
177	283	411	0
178	258	413	0
179	237	473	0
180	246	466	0
181	272	532	0
182	269	478	0
183	261	437	0
184	248	453	0
185	250	414	0
186	250	479	0
187	223	450	0
188	220	478	0
189	222	439	0
190	231	442	0
191	215	438	0
192	215	433	0
193	215	435	0
194	191	450	0
195	192	418	0
196	213	376	0
197	171	341	0
198	187	329	0
199	172	298	0
200	169	242	0
201	148	243	0
202	156	208	0
203	141	188	0
204	164	168	0
205	152	173	0
206	143	154	0
207	164	110	0
208	146	85	0
209	130	88	0
210	151	252	0
211	140	0	0
212	149	0	0
213	139	0	0
214	133	0	0
215	110	0	0
216	129	0	0
217	133	0	0
218	133	0	0
219	145	0	0
220	6963	0	0
221	0	0	0
222	0	0	0
223	0	0	0
224	0	0	0
225	0	0	0
226	0	0	0
227	0	0	0
228	0	0	0
229	0	0	0
230	0	0	0
231	0	0	0
232	0	0	0
233	0	0	0
234	0	0	0
235	0	0	0
236	0	0	0
237	0	0	0
238	0	0	0
239	0	0	0
240	0	0	0
241	0	0	0
242	0	0	0
243	0	0	0
244	0	0	0
245	0	0	0
246	0	0	0
247	0	0	0
248	0	0	0
249	0	0	0
250	0	0	0
251	0	0	0
252	0	0	0
253	0	0	0
254	0	0	0
255	0	0	0
