0 5218 9022 65536
1 116 225 0
2 0 248 0
3 178 0 0
4 0 347 0
5 178 433 0
6 0 0 0
7 155 319 0
8 0 336 0
9 150 0 0
10 0 359 0
11 151 336 0
12 0 0 0
13 147 312 0
14 0 347 0
15 120 0 0
16 0 361 0
17 144 348 0
18 0 394 0
19 147 0 0
20 0 441 0
21 152 439 0
22 0 0 0
23 153 438 0
24 0 511 0
25 151 0 0
26 0 488 0
27 179 498 0
28 0 0 0
29 177 504 0
30 0 486 0
31 163 0 0
32 0 520 0
33 177 552 0
34 0 558 0
35 172 0 0
36 0 592 0
37 200 612 0
38 0 0 0
39 167 641 0
40 0 596 0
41 196 0 0
42 0 748 0
43 229 504 0
44 0 0 0
45 234 403 0
46 0 308 0
47 276 0 0
48 0 318 0
49 288 282 0
50 348 241 0
51 0 0 0
52 332 195 0
53 0 201 0
54 380 0 0
55 0 186 0
56 432 181 0
57 0 0 0
58 500 162 0
59 0 156 0
60 520 0 0
61 0 149 0
62 617 148 0
63 0 0 0
64 606 135 0
65 0 138 0
66 580 0 0
67 0 137 0
68 576 158 0
69 0 148 0
70 556 0 0
71 0 150 0
72 635 138 0
73 0 0 0
74 619 176 0
75 0 147 0
76 616 0 0
77 0 147 0
78 573 130 0
79 0 0 0
80 519 141 0
81 0 131 0
82 554 0 0
83 0 120 0
84 581 117 0
85 0 120 0
86 509 0 0
87 0 123 0
88 536 96 0
89 0 0 0
90 524 122 0
91 0 143 0
92 482 0 0
93 0 120 0
94 437 129 0
95 0 0 0
96 451 124 0
97 0 124 0
98 450 0 0
99 0 131 0
100 464 126 0
101 480 125 0
102 0 0 0
103 446 131 0
104 0 119 0
105 420 0 0
106 0 130 0
107 485 132 0
108 0 0 0
109 447 133 0
110 0 155 0
111 429 0 0
112 0 122 0
113 371 126 0
114 0 0 0
115 404 132 0
116 0 159 0
117 433 0 0
118 0 154 0
119 383 153 0
120 0 180 0
121 393 0 0
122 0 149 0
123 460 156 0
124 0 0 0
125 512 156 0
126 0 150 0
127 515 0 0
128 0 163 0
129 478 140 0
130 0 0 0
131 503 132 0
132 0 151 0
133 456 0 0
134 0 133 0
135 474 140 0
136 0 160 0
137 471 0 0
138 0 160 0
139 471 174 0
140 0 0 0
141 438 149 0
142 0 116 0
143 417 0 0
144 0 155 0
145 447 139 0
146 0 0 0
147 425 144 0
148 0 163 0
149 356 0 0
150 0 147 0
151 418 150 0
152 381 143 0
153 0 0 0
154 413 147 0
155 0 155 0
156 399 0 0
157 0 138 0
158 386 158 0
159 0 0 0
160 344 170 0
161 0 200 0
162 346 0 0
163 0 179 0
164 425 144 0
165 0 0 0
166 417 187 0
167 0 185 0
168 366 0 0
169 0 164 0
170 393 163 0
171 0 187 0
172 403 0 0
173 0 179 0
174 423 182 0
175 0 0 0
176 439 153 0
177 0 192 0
178 478 0 0
179 0 209 0
180 480 237 0
181 0 0 0
182 458 225 0
183 0 224 0
184 509 0 0
185 0 266 0
186 520 273 0
187 0 272 0
188 509 0 0
189 0 265 0
190 518 297 0
191 0 0 0
192 556 252 0
193 0 284 0
194 545 0 0
195 0 283 0
196 576 274 0
197 0 0 0
198 569 315 0
199 0 268 0
200 536 0 0
201 0 282 0
202 503 281 0
203 538 347 0
204 0 0 0
205 499 346 0
206 0 372 0
207 540 0 0
208 0 401 0
209 493 397 0
210 0 0 0
211 575 357 0
212 0 395 0
213 555 0 0
214 0 384 0
215 580 413 0
216 0 0 0
217 531 432 0
218 0 435 0
219 557 0 0
220 0 497 0
221 569 523 0
222 0 540 0
223 753 0 0
224 0 495 0
225 912 548 0
226 0 0 0
227 898 509 0
228 0 470 0
229 1001 0 0
230 0 500 0
231 970 536 0
232 0 0 0
233 858 473 0
234 0 507 0
235 859 0 0
236 0 474 0
237 835 487 0
238 0 488 0
239 779 0 0
240 0 481 0
241 685 454 0
242 0 0 0
243 543 465 0
244 0 467 0
245 478 0 0
246 0 458 0
247 444 438 0
248 0 0 0
249 400 466 0
250 0 441 0
251 320 0 0
252 0 407 0
253 433 544 0
254 2492 8062 0
255 0 0 0
